hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,total_stay_nights,adults,children,babies,total_guests,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,2,2016,August,52,26,0,3,3,2,0,0,2,HB,ITA,Corporate,Direct,0,0,0,A,A,1,No Deposit,351,0,0,Transient,106.67,0,0,Check-Out,2016-06-15
City Hotel,1,147,2015,February,29,28,0,2,2,1,0,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,28,0,0,Transient,62.96,0,3,Canceled,2016-06-15
Resort Hotel,0,11,2015,March,34,10,0,1,1,1,0,0,1,BB,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,339,0,0,Contract,170.93,0,0,Check-Out,2016-06-15
City Hotel,1,2,2016,June,16,1,1,5,6,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,178,0,0,Transient-Party,63.44,0,0,Canceled,2016-06-15
City Hotel,0,31,2015,November,37,4,0,2,2,2,0,0,2,BB,NLD,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,161,0,0,Transient,136.04,0,1,Check-Out,2016-06-15
City Hotel,1,31,2017,May,30,22,0,1,1,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,0,A,A,1,No Deposit,194,0,0,Transient,145.21,0,1,Canceled,2016-06-15
City Hotel,1,171,2016,October,23,6,0,2,2,2,0,0,2,BB,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,483,22,0,Transient-Party,119.24,0,0,Canceled,2016-06-15
City Hotel,0,124,2017,February,36,18,1,1,2,1,2,0,3,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,125,0,0,Transient,112.57,0,0,Check-Out,2016-06-15
Resort Hotel,0,399,2015,July,28,25,2,2,4,2,0,0,2,BB,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,370,22,0,Transient,77.87,0,0,Check-Out,2016-06-15
City Hotel,0,124,2016,July,1,13,2,3,5,1,0,0,1,BB,FRA,Groups,TA/TO,0,0,0,E,E,0,No Deposit,429,0,0,Transient,95.91,0,0,Check-Out,2016-06-15
Resort Hotel,0,54,2016,October,8,13,2,2,4,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,227,22,0,Transient,62.06,0,1,Check-Out,2016-06-15
Resort Hotel,0,120,2016,January,42,1,0,3,3,2,0,0,2,BB,PRT,Corporate,TA/TO,0,1,0,A,G,0,Non Refund,275,22,0,Transient,120.64,0,2,Check-Out,2016-06-15
Resort Hotel,1,700,2016,March,15,4,0,2,2,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,269,22,0,Transient,118.33,0,1,Canceled,2016-06-15
City Hotel,1,123,2017,April,34,4,0,1,1,1,0,0,1,SC,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,465,22,0,Transient,77.9,0,0,Canceled,2016-06-15
City Hotel,1,143,2016,November,19,18,1,1,2,2,0,0,2,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,347,0,0,Transient,110.93,0,1,Canceled,2016-06-15
Resort Hotel,1,278,2016,March,44,24,1,4,5,1,0,0,1,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,267,22,0,Transient-Party,105.66,1,3,Canceled,2016-06-15
Resort Hotel,0,12,2017,January,30,27,2,1,3,1,0,0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,157,0,0,Transient,74.26,0,1,Check-Out,2016-06-15
City Hotel,0,122,2015,July,10,18,2,4,6,2,1,0,3,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,106,22,0,Transient,101.47,0,0,Check-Out,2016-06-15
Resort Hotel,0,190,2015,July,44,18,0,1,1,2,2,0,4,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,56,22,0,Transient,182.76,0,0,Check-Out,2016-06-15
Resort Hotel,0,308,2016,October,27,15,2,3,5,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,261,0,0,Transient,84.07,0,0,Check-Out,2016-06-15
City Hotel,1,23,2016,November,20,18,1,3,4,1,0,0,1,HB,IRL,Online TA,TA/TO,1,0,0,A,A,0,Non Refund,68,22,0,Transient-Party,47.29,0,1,Canceled,2016-06-15
City Hotel,1,70,2016,July,25,15,0,1,1,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,370,22,0,Transient,60.85,0,0,Canceled,2016-06-15
Resort Hotel,0,114,2015,November,9,17,1,3,4,1,0,0,1,BB,NLD,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,130,22,0,Transient,96.29,0,0,Check-Out,2016-06-15
City Hotel,0,28,2016,August,40,5,1,2,3,2,0,0,2,BB,BRA,Online TA,Direct,0,0,0,A,A,2,No Deposit,291,0,0,Transient,119.95,0,1,Check-Out,2016-06-15
City Hotel,1,91,2016,April,34,11,2,3,5,2,2,0,4,BB,PRT,Online TA,TA/TO,0,0,0,D,B,1,No Deposit,391,22,0,Transient,67.42,0,0,Canceled,2016-06-15
Resort Hotel,1,29,2016,November,21,16,0,4,4,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,B,B,0,No Deposit,26,22,0,Transient,112.92,0,0,Canceled,2016-06-15
City Hotel,0,40,2016,August,24,20,0,1,1,2,0,0,2,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,72,22,0,Transient,87.09,0,0,Check-Out,2016-06-15
City Hotel,1,58,2016,June,7,2,0,3,3,2,0,0,2,BB,NLD,Offline TA/TO,Direct,0,0,0,A,A,2,No Deposit,313,0,0,Transient-Party,95.08,0,0,Canceled,2016-06-15
City Hotel,0,75,2017,August,4,17,0,1,1,2,0,0,2,FB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,305,22,0,Contract,40.94,0,2,Check-Out,2016-06-15
City Hotel,0,59,2016,June,51,1,3,2,5,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,225,22,0,Transient,91.87,0,1,Check-Out,2016-06-15
City Hotel,0,67,2017,February,8,18,3,1,4,2,1,0,3,HB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,444,0,0,Transient,61.57,0,0,Check-Out,2016-06-15
Resort Hotel,1,35,2016,August,13,17,3,2,5,2,0,0,2,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,0,0,Transient-Party,107.86,0,0,Canceled,2016-06-15
City Hotel,1,17,2016,September,21,25,0,1,1,1,0,0,1,HB,PRT,Online TA,Direct,0,0,0,A,A,0,No Deposit,470,22,5,Transient,100.78,0,0,Canceled,2016-06-15
Resort Hotel,0,4,2016,August,35,18,0,3,3,2,0,0,2,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,462,22,0,Transient,174.93,0,0,Check-Out,2016-06-15
Resort Hotel,0,21,2017,April,5,19,4,2,6,3,0,0,3,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,376,0,0,Transient,79.45,0,1,Check-Out,2016-06-15
Resort Hotel,0,87,2016,November,52,25,4,4,8,2,0,0,2,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,212,22,0,Transient,135.22,0,0,Check-Out,2016-06-15
City Hotel,1,154,2017,January,8,5,0,3,3,2,1,0,3,BB,DEU,Direct,TA/TO,0,0,0,A,A,1,No Deposit,412,22,0,Transient,105.01,0,0,Canceled,2016-06-15
City Hotel,0,18,2017,May,2,13,2,3,5,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,0,0,Transient,141.87,0,1,Check-Out,2016-06-15
Resort Hotel,0,11,2015,April,24,24,0,1,1,2,0,0,2,HB,BEL,Offline TA/TO,TA/TO,0,0,1,F,F,0,No Deposit,34,0,0,Transient,173.61,0,2,Check-Out,2016-06-15
City Hotel,0,138,2015,January,42,23,2,1,3,2,0,0,2,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,253,0,0,Contract,95.68,0,0,Check-Out,2016-06-15
Resort Hotel,0,36,2015,June,16,6,0,6,6,1,1,0,2,BB,PRT,Online TA,Corporate,0,0,0,A,A,2,No Deposit,179,22,0,Transient-Party,87.82,0,0,Check-Out,2016-06-15
City Hotel,0,302,2016,August,4,13,2,2,4,2,1,0,3,BB,NLD,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,450,0,0,Contract,104.02,0,1,Check-Out,2016-06-15
Resort Hotel,0,125,2015,October,30,18,0,2,2,2,0,0,2,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,407,0,0,Transient-Party,22.95,0,0,Check-Out,2016-06-15
City Hotel,1,39,2017,December,46,4,1,1,2,2,0,0,2,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,208,22,0,Transient,105.34,0,2,Canceled,2016-06-15
City Hotel,0,34,2015,September,30,9,0,1,1,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,375,0,0,Transient,65.1,0,3,Check-Out,2016-06-15
City Hotel,0,74,2016,June,35,23,1,6,7,2,0,0,2,FB,DEU,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,271,0,0,Transient-Party,83.01,0,0,Check-Out,2016-06-15
Resort Hotel,1,8,2015,August,42,3,1,3,4,2,0,0,2,HB,BEL,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,442,0,0,Transient-Party,84.88,1,0,Canceled,2016-06-15
City Hotel,0,12,2017,October,13,22,1,2,3,2,0,0,2,BB,NLD,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,140,22,0,Transient,129.86,0,0,Check-Out,2016-06-15
Resort Hotel,0,19,2016,June,37,24,0,5,5,2,0,0,2,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,196,0,0,Transient,102.78,0,1,Check-Out,2016-06-15
City Hotel,0,149,2017,September,49,24,1,3,4,2,0,0,2,Undefined,GBR,Corporate,TA/TO,1,0,0,A,A,0,No Deposit,199,0,0,Transient,85.68,0,0,Check-Out,2016-06-15
City Hotel,1,72,2017,June,49,8,0,3,3,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,107,22,0,Transient,81.37,0,1,Canceled,2016-06-15
Resort Hotel,0,1,2016,May,11,13,0,2,2,1,0,0,1,BB,PRT,Online TA,Direct,0,0,0,D,D,1,No Deposit,176,0,0,Transient,85.68,0,1,Check-Out,2016-06-15
City Hotel,1,111,2016,July,19,24,1,2,3,1,0,0,1,HB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,435,0,0,Transient,155.71,0,0,Canceled,2016-06-15
City Hotel,1,55,2015,August,18,26,0,1,1,2,0,0,2,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,388,22,0,Contract,82.1,0,2,Canceled,2016-06-15
City Hotel,0,71,2016,August,17,22,4,3,7,2,0,0,2,SC,PRT,Corporate,TA/TO,0,2,0,A,A,0,No Deposit,63,22,0,Transient,137.6,0,1,Check-Out,2016-06-15
City Hotel,1,24,2017,May,11,11,2,1,3,3,0,0,3,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,284,0,0,Transient,84.36,1,0,Canceled,2016-06-15
Resort Hotel,0,80,2015,July,15,10,2,4,6,3,0,0,3,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,113,0,0,Transient-Party,0.0,0,0,Check-Out,2016-06-15
Resort Hotel,0,387,2015,October,8,11,0,1,1,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,74,0,0,Transient,19.6,0,1,Check-Out,2016-06-15
City Hotel,1,7,2016,December,44,3,0,1,1,2,0,0,2,BB,BRA,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,317,22,0,Transient,74.03,0,1,Canceled,2016-06-15
City Hotel,1,33,2016,April,29,25,3,5,8,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,47,0,0,Transient,135.87,0,0,Canceled,2016-06-15
City Hotel,1,27,2016,March,17,14,0,2,2,1,0,0,1,SC,PRT,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,232,22,0,Transient-Party,87.11,0,1,Canceled,2016-06-15
City Hotel,0,28,2016,August,26,14,2,1,3,2,0,0,2,BB,BEL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,273,22,0,Transient,66.23,0,0,Check-Out,2016-06-15
City Hotel,1,47,2017,June,5,19,0,5,5,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,427,22,0,Transient,92.88,0,0,Canceled,2016-06-15
City Hotel,1,170,2016,January,4,28,0,2,2,2,0,0,2,BB,FRA,Direct,TA/TO,0,0,0,A,A,1,No Deposit,307,0,0,Transient,123.23,0,3,Canceled,2016-06-15
City Hotel,0,244,2015,May,24,28,1,1,2,2,0,0,2,HB,IRL,Groups,TA/TO,0,0,0,D,D,0,Non Refund,26,22,0,Transient,68.98,0,1,Check-Out,2016-06-15
City Hotel,0,22,2017,September,11,4,2,2,4,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,64,0,0,Transient-Party,103.52,0,0,Check-Out,2016-06-15
City Hotel,0,78,2017,September,30,26,0,3,3,2,0,0,2,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,90,0,0,Transient,71.72,0,1,Check-Out,2016-06-15
City Hotel,0,101,2015,June,40,1,0,2,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,360,0,0,Transient,146.08,0,0,Check-Out,2016-06-15
Resort Hotel,0,73,2016,June,48,2,2,5,7,2,0,0,2,BB,NLD,Direct,TA/TO,0,0,0,B,B,0,No Deposit,263,22,0,Transient,169.5,0,1,Check-Out,2016-06-15
Resort Hotel,0,56,2016,July,48,6,0,2,2,2,0,0,2,SC,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,222,22,0,Transient,118.31,0,0,Check-Out,2016-06-15
City Hotel,1,21,2015,April,35,13,0,1,1,1,0,0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,263,0,0,Transient,68.34,0,2,Canceled,2016-06-15
City Hotel,1,66,2017,July,44,14,0,1,1,2,0,0,2,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,376,0,0,Transient,79.34,0,0,Canceled,2016-06-15
Resort Hotel,0,51,2016,January,45,28,1,1,2,2,0,0,2,HB,NLD,Offline TA/TO,Corporate,0,0,0,A,A,1,Non Refund,365,22,0,Transient,95.48,0,1,Check-Out,2016-06-15
Resort Hotel,1,158,2017,June,33,1,2,2,4,2,0,0,2,BB,FRA,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,344,22,0,Transient,33.15,0,1,Canceled,2016-06-15
City Hotel,0,144,2016,May,36,28,3,5,8,1,0,0,1,BB,NLD,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,3,22,0,Transient,132.21,0,2,Check-Out,2016-06-15
Resort Hotel,0,14,2016,August,21,25,0,2,2,3,0,0,3,BB,ESP,Online TA,Direct,0,0,0,A,A,0,No Deposit,460,22,0,Transient,27.83,0,1,Check-Out,2016-06-15
Resort Hotel,0,9,2015,August,38,8,0,2,2,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,92,22,0,Transient-Party,38.12,0,0,Check-Out,2016-06-15
City Hotel,1,238,2016,May,5,18,1,4,5,2,1,0,3,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,161,0,0,Transient,71.66,0,0,Canceled,2016-06-15
City Hotel,0,76,2015,January,5,14,0,2,2,2,0,0,2,SC,NLD,Online TA,TA/TO,1,0,0,A,C,0,No Deposit,303,0,0,Transient-Party,57.35,0,0,Check-Out,2016-06-15
City Hotel,0,195,2016,April,21,2,0,2,2,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,140,22,0,Transient,133.99,0,1,Check-Out,2016-06-15
Resort Hotel,0,5,2016,August,25,24,1,1,2,2,0,0,2,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,150,0,0,Transient-Party,101.31,0,2,Check-Out,2016-06-15
City Hotel,0,74,2017,February,10,12,0,2,2,1,1,0,2,Undefined,NLD,Groups,TA/TO,0,0,0,E,E,1,No Deposit,141,22,0,Transient,104.24,0,0,Check-Out,2016-06-15
Resort Hotel,1,77,2016,February,19,27,1,1,2,3,1,0,4,HB,PRT,Direct,TA/TO,0,0,0,E,E,1,No Deposit,229,22,0,Transient,123.72,0,1,Canceled,2016-06-15
Resort Hotel,0,197,2017,August,32,24,3,1,4,2,0,0,2,BB,NLD,Online TA,Corporate,0,0,0,A,A,0,No Deposit,390,22,0,Transient,176.49,0,1,Check-Out,2016-06-15
City Hotel,1,10,2016,September,18,1,2,2,4,3,0,0,3,BB,ESP,Offline TA/TO,TA/TO,0,1,0,D,D,0,No Deposit,307,22,0,Transient,72.02,0,2,Canceled,2016-06-15
City Hotel,0,27,2017,May,34,21,0,2,2,2,0,0,2,BB,DEU,Online TA,GDS,0,0,0,A,A,0,No Deposit,44,22,0,Transient,99.16,0,2,Check-Out,2016-06-15
City Hotel,0,52,2017,June,48,15,1,1,2,2,0,0,2,BB,NLD,Direct,TA/TO,0,0,0,A,A,2,Refundable,130,22,0,Transient-Party,134.55,0,0,Check-Out,2016-06-15
City Hotel,0,200,2016,November,15,11,1,2,3,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,483,22,0,Contract,58.11,0,0,Check-Out,2016-06-15
City Hotel,0,279,2017,November,24,18,2,4,6,2,0,0,2,BB,PRT,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,161,0,0,Transient,124.54,0,0,Check-Out,2016-06-15
Resort Hotel,1,492,2016,May,5,17,4,3,7,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,186,0,0,Transient,63.55,0,0,Canceled,2016-06-15
City Hotel,0,319,2017,September,32,3,2,2,4,2,0,0,2,BB,ITA,Online TA,Direct,0,0,0,D,D,1,No Deposit,132,22,0,Transient,107.2,0,0,Check-Out,2016-06-15
Resort Hotel,0,0,2016,July,9,15,1,2,3,1,0,0,1,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,431,0,0,Transient,103.46,0,0,Check-Out,2016-06-15
Resort Hotel,0,4,2016,December,5,13,0,3,3,3,0,0,3,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,477,22,0,Transient,91.44,0,2,Check-Out,2016-06-15
City Hotel,1,15,2016,June,5,3,3,3,6,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,196,22,0,Transient,65.79,0,1,Canceled,2016-06-15
City Hotel,1,42,2015,September,41,13,2,3,5,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,485,22,0,Transient-Party,128.43,0,0,Canceled,2016-06-15
City Hotel,0,177,2016,September,41,26,2,1,3,2,0,0,2,BB,DEU,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,225,0,0,Transient,123.62,0,0,Check-Out,2016-06-15
City Hotel,1,223,2017,June,34,9,0,1,1,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,495,0,0,Transient,66.39,0,1,Canceled,2016-06-15
City Hotel,1,20,2017,September,7,10,1,4,5,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,56,22,0,Contract,142.54,0,2,Canceled,2016-06-15
City Hotel,0,96,2016,April,26,1,0,5,5,2,0,0,2,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,323,0,0,Transient,116.36,0,1,Check-Out,2016-06-15
City Hotel,1,249,2017,February,1,27,2,2,4,2,0,0,2,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,336,0,0,Transient-Party,134.24,0,3,Canceled,2016-06-15
City Hotel,0,62,2017,June,52,2,2,6,8,2,0,0,2,BB,NLD,Direct,Direct,0,0,0,A,A,2,No Deposit,438,0,0,Transient-Party,64.96,0,3,Check-Out,2016-06-15
Resort Hotel,1,10,2016,November,34,25,0,2,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,92,0,0,Transient,80.91,0,0,Canceled,2016-06-15
City Hotel,0,61,2015,July,26,14,1,5,6,2,1,0,3,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,74,0,0,Transient,76.08,0,0,Check-Out,2016-06-15
Resort Hotel,1,47,2015,August,32,5,0,2,2,2,0,0,2,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,308,22,0,Contract,146.33,0,1,Canceled,2016-06-15
Resort Hotel,0,86,2017,August,12,25,0,3,3,2,0,0,2,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,116,22,0,Contract,102.57,0,2,Check-Out,2016-06-15
City Hotel,0,57,2017,March,6,22,0,3,3,1,0,0,1,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,17,22,0,Transient,69.83,0,0,Check-Out,2016-06-15
Resort Hotel,0,1,2016,May,20,10,0,1,1,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,213,0,0,Transient,79.99,0,0,Check-Out,2016-06-15
City Hotel,1,511,2016,August,19,26,0,1,1,2,0,0,2,BB,NLD,Online TA,TA/TO,0,1,0,G,G,0,No Deposit,192,0,0,Transient-Party,48.0,1,0,Canceled,2016-06-15
City Hotel,0,78,2017,December,16,19,0,2,2,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,0,A,A,1,No Deposit,440,0,0,Transient,142.78,0,0,Check-Out,2016-06-15
City Hotel,0,64,2017,March,4,8,2,1,3,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,275,22,0,Transient,156.71,0,0,Check-Out,2016-06-15
City Hotel,1,309,2017,June,32,13,0,2,2,3,0,0,3,SC,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,211,0,0,Transient-Party,42.85,0,0,Canceled,2016-06-15
Resort Hotel,0,16,2016,February,18,9,2,2,4,2,0,0,2,HB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,221,22,0,Transient-Party,92.37,0,0,Check-Out,2016-06-15
City Hotel,0,20,2016,April,5,18,1,1,2,2,0,0,2,BB,FRA,Groups,TA/TO,0,0,0,F,F,0,No Deposit,346,0,0,Group,81.46,0,1,Check-Out,2016-06-15
City Hotel,1,165,2016,May,50,25,2,3,5,2,0,0,2,HB,NLD,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,300,0,0,Transient,64.6,0,0,Canceled,2016-06-15
City Hotel,1,30,2016,July,6,4,2,1,3,2,0,0,2,BB,NLD,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,1,22,0,Transient,110.32,0,2,Canceled,2016-06-15
City Hotel,0,160,2017,April,14,8,0,1,1,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Refundable,74,0,0,Transient,163.62,0,1,Check-Out,2016-06-15
City Hotel,0,31,2016,April,52,5,0,3,3,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,313,22,0,Contract,114.34,0,1,Check-Out,2016-06-15
Resort Hotel,0,3,2017,September,49,6,0,2,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,1,0,E,E,0,Non Refund,279,0,0,Transient,253.46,0,2,Check-Out,2016-06-15
City Hotel,1,72,2016,December,18,20,1,2,3,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,79,22,0,Transient,117.31,0,0,Canceled,2016-06-15
City Hotel,1,21,2017,May,10,5,0,1,1,3,0,1,4,BB,BRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,424,22,0,Transient,102.44,0,0,Canceled,2016-06-15
Resort Hotel,0,141,2016,August,23,28,1,3,4,2,0,0,2,BB,GBR,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,321,22,0,Transient,74.27,0,0,Check-Out,2016-06-15
Resort Hotel,1,102,2016,April,51,1,2,1,3,1,0,0,1,BB,NLD,Groups,TA/TO,1,0,0,G,C,2,No Deposit,372,0,0,Transient,148.46,0,0,Canceled,2016-06-15
City Hotel,0,257,2016,November,18,28,1,7,8,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,110,22,0,Transient,94.2,0,1,Check-Out,2016-06-15
City Hotel,0,152,2015,August,4,19,0,5,5,2,1,0,3,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,422,22,0,Transient,123.85,1,1,Check-Out,2016-06-15
City Hotel,0,19,2017,September,52,4,0,1,1,1,0,0,1,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,Refundable,148,0,0,Transient,95.59,0,1,Check-Out,2016-06-15
City Hotel,0,161,2016,January,32,1,0,5,5,1,0,0,1,BB,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,371,22,0,Transient,125.26,0,0,Check-Out,2016-06-15
Resort Hotel,0,102,2016,July,47,19,1,2,3,2,0,0,2,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,435,0,0,Transient,33.62,0,0,Check-Out,2016-06-15
City Hotel,0,110,2017,July,6,4,0,2,2,2,0,0,2,HB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,340,22,0,Transient-Party,141.33,0,1,Check-Out,2016-06-15
City Hotel,1,178,2017,April,26,14,2,1,3,2,0,0,2,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,151,22,0,Transient-Party,127.14,0,0,Canceled,2016-06-15
Resort Hotel,0,85,2016,April,6,14,1,1,2,2,0,0,2,SC,GBR,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,351,22,0,Transient,72.02,0,1,Check-Out,2016-06-15
City Hotel,0,62,2017,July,35,9,0,5,5,1,0,0,1,BB,ESP,Direct,Direct,0,1,0,A,A,0,No Deposit,497,0,0,Transient,114.06,0,0,Check-Out,2016-06-15
City Hotel,1,101,2015,August,41,19,0,3,3,1,0,0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,81,22,5,Transient,92.28,0,0,Canceled,2016-06-15
City Hotel,0,35,2015,January,43,11,1,2,3,2,0,0,2,BB,FRA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,219,22,0,Transient,28.84,0,0,Check-Out,2016-06-15
City Hotel,0,20,2016,July,5,16,2,1,3,2,0,0,2,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,102,22,0,Transient,47.56,0,1,Check-Out,2016-06-15
City Hotel,0,95,2016,March,14,19,3,5,8,2,0,0,2,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,302,22,0,Transient,81.71,0,1,Check-Out,2016-06-15
City Hotel,1,26,2016,March,2,4,0,2,2,1,0,0,1,SC,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,261,0,0,Transient,72.89,0,0,Canceled,2016-06-15
